5,68,46
2,60,72
1,130,97
5,44,63
4,39,60
1,151,70
6,216,85
6,83,48
5,128,87
1,214,93
5,262,84
5,79,81
5,117,86
4,137,68
1,67,92
4,32,42
4,195,68
5,80,78
4,143,83
4,33,48
1,177,69
4,69,95
4,230,75
6,175,93
1,65,75
4,32,78
1,202,72
4,45,88
2,139,56
2,118,63
5,128,52
4,256,57
5,78,68
5,114,56
4,263,58
1,123,70
4,41,73
1,144,43
1,123,66
4,143,58
4,125,44
6,211,70
5,265,68
1,65,45
5,163,55
5,89,70
4,150,49
6,112,65
5,50,54
4,32,94
6,228,80
4,146,78
2,135,81
2,245,81
5,72,53
4,125,77
1,260,73
2,34,88
4,145,84
4,42,49
5,255,89
5,222,80
5,115,57
5,54,43
1,242,61
1,77,86
1,144,66
4,195,63
6,229,55
1,123,77
5,222,95
5,110,83
5,210,59
1,165,94
5,208,72
1,237,61
1,204,80
4,120,50
5,46,46
5,265,77
4,150,60
5,70,47
1,152,45
4,185,41
4,32,46
1,144,42
6,157,97
4,120,41
1,221,82
1,176,45
1,65,73
1,130,83
4,217,41
6,252,82
1,189,59
5,188,95
5,54,71
4,185,87
5,220,47
2,253,70
1,231,59
5,117,47
4,263,46
1,77,69
1,38,78
4,264,63
6,257,83
4,92,49
4,243,70
2,141,52
1,124,88
5,190,59
5,72,70
1,158,78
4,148,43
4,194,80
4,156,40
1,202,74
2,239,69
1,249,66
5,169,54
4,146,47
1,214,52
5,89,58
1,151,44
4,148,64
1,214,85
6,233,60
4,133,42
5,50,43
1,254,89
1,196,79
4,137,84
5,37,57
4,41,75
4,143,92
5,224,46
6,241,68
5,128,70
4,217,56
4,264,89
6,90,77
5,50,65
5,222,53
4,148,85
4,145,68
5,114,76
4,155,84
1,151,91
6,75,77
4,133,47
5,190,78
6,63,78
2,139,88
5,163,84
1,213,78
1,73,43
1,177,63
4,134,50
4,106,88
5,220,88
1,73,45
1,130,91
5,110,71
6,201,81
2,36,75
6,257,66
4,263,82
5,210,96
1,77,66
6,227,63
5,222,64
1,199,46
5,53,77
5,68,87
5,70,62
1,200,47
6,207,43
4,69,57
1,35,66
1,247,60
5,224,40
4,100,88
4,230,45
5,54,85
4,137,60
4,39,85
4,133,82
5,188,73
5,128,56
1,198,62
4,156,91
5,37,81
4,91,46
1,151,86
1,38,40
5,53,42
1,189,85
5,70,96
1,144,52
6,216,62
6,81,57
6,157,51
6,227,50
5,46,56
2,47,61
1,202,96
6,241,47
4,181,60
4,69,58
1,197,93
5,208,57
5,138,48
1,158,58
2,191,61
5,79,72
4,131,40
6,227,74
5,98,64
1,40,58
4,39,73
4,146,55
1,213,91
6,122,77
4,88,68
1,151,47
1,86,74
4,145,83
5,115,85
1,130,52
4,100,86
1,152,46
4,92,45
4,33,42
5,248,97
1,197,75
1,38,48
4,243,85
4,69,95
6,81,86
5,210,50
4,148,94
4,69,90
4,92,88
6,90,57
4,181,66
4,146,90
5,64,92
2,93,72
4,92,97
5,212,67
5,68,69
4,155,42
1,35,83
1,249,81
5,222,83
1,31,83
5,79,70
4,39,82
4,92,89
5,208,43
5,87,66
4,266,82
4,217,48
2,121,53
6,149,57
5,169,61
4,243,94
5,80,95
1,180,89
5,224,40
5,44,59
5,68,79
1,177,56
1,165,88
1,142,84
4,266,81
5,173,50
4,194,76
4,230,47
2,159,90
5,167,50
4,156,63
6,184,81
1,196,81
2,121,91
6,111,61
4,145,72
5,222,70
6,48,43
4,137,46
6,211,51
5,44,61
4,102,88
1,51,45
6,83,47
4,131,65
5,128,88
5,70,82
1,51,73
4,156,96
5,162,59
5,208,77
4,217,93
5,68,80
1,260,52
1,73,78
5,240,50
5,160,89
1,249,77
5,190,57
1,260,59
1,214,79
1,198,96
1,142,50
5,98,72
4,88,47
1,177,71
5,188,71
4,194,92
5,255,96
4,133,57
4,100,73
6,75,76
1,254,77
1,136,47
6,229,42
1,204,65
2,235,69
1,249,91
4,181,64
1,123,70
4,243,44
5,162,44
6,94,93
